Operation,Elements,BatchSize,TotalElements,TotalTime,TimePerRecord,TimePerBatch,TimePerTable,Function
SELECT,20000,0,12671,0.10134363,0.00000800,0.10134363,0.10134363,SELECT count average reservation time per device
SELECT,20000,0,6165,0.05928373,0.00000962,0.05928373,0.05928373,SELECT count number of admins
SELECT,20000,0,20000,0.10652804,0.00000533,0.10652804,0.10652804,SELECT find users
SELECT,20000,0,20000,0.00837946,0.00000042,0.00837946,0.00837946,SELECT count problems by status
SELECT,20000,0,10933,0.13331532,0.00001219,0.13331532,0.13331532,SELECT group messages per dormitory
SELECT,20000,0,82441,0.53342175,0.00000647,0.05926908,0.05926908,All
UPDATE,20000,0,6677,0.15198231,0.00002276,0.15198231,0.15198231,UPDATE password and other fields when user is admin
UPDATE,20000,0,20000,0.14855862,0.00000743,0.14855862,0.14855862,UPDATE reservation time
UPDATE,20000,0,1,0.00712276,0.00712276,0.00712276,0.00712276,UPDATE one message
UPDATE,20000,0,26678,0.32239366,0.00001208,0.08059841,0.08059841,All
DELETE,40000,0,398,10.46666837,0.02629816,10.46666837,10.46666837,DELETE many not in batch
DELETE,40000,0,39598,0.47182465,0.00001192,0.47182465,0.47182465,DELETE many in batch
DELETE,40000,0,39996,10.93849301,0.00027349,5.46924651,5.46924651,All
INSERT,20000,20000,160000,3.68786573,0.00002305,0.52683796,0.52683796,All
SELECT,20000,0,12654,0.13652205,0.00001079,0.13652205,0.13652205,SELECT group reservation per device
SELECT,20000,0,12654,0.10614896,0.00000839,0.10614896,0.10614896,SELECT count average reservation time per device
SELECT,20000,0,6239,0.05710697,0.00000915,0.05710697,0.05710697,SELECT count number of admins
SELECT,20000,0,20000,0.10486150,0.00000524,0.10486150,0.10486150,SELECT find users
SELECT,20000,0,20000,0.00827670,0.00000041,0.00827670,0.00827670,SELECT count problems by status
SELECT,20000,0,10809,0.10449505,0.00000967,0.10449505,0.10449505,SELECT group messages per dormitory
SELECT,20000,0,82357,0.52568817,0.00000638,0.05840980,0.05840980,All
UPDATE,20000,0,6750,0.13869905,0.00002055,0.13869905,0.13869905,UPDATE password and other fields when user is admin
UPDATE,20000,0,20000,0.14415765,0.00000721,0.14415765,0.14415765,UPDATE reservation time
UPDATE,20000,0,1,0.00648427,0.00648427,0.00648427,0.00648427,UPDATE one message
UPDATE,20000,0,26751,0.30434394,0.00001138,0.07608598,0.07608598,All
DELETE,40000,0,398,10.31527352,0.02591777,10.31527352,10.31527352,DELETE many not in batch
DELETE,40000,0,39598,0.48343229,0.00001221,0.48343229,0.48343229,DELETE many in batch
DELETE,40000,0,39996,10.79870582,0.00026999,5.39935291,5.39935291,All
INSERT,20000,20000,160000,3.81966233,0.00002387,0.54566605,0.54566605,All
SELECT,20000,0,12598,0.12533045,0.00000995,0.12533045,0.12533045,SELECT group reservation per device
SELECT,20000,0,12598,0.12484169,0.00000991,0.12484169,0.12484169,SELECT count average reservation time per device
SELECT,20000,0,6022,0.06841159,0.00001136,0.06841159,0.06841159,SELECT count number of admins
SELECT,20000,0,20000,0.11856246,0.00000593,0.11856246,0.11856246,SELECT find users
SELECT,20000,0,20000,0.00818133,0.00000041,0.00818133,0.00818133,SELECT count problems by status
SELECT,20000,0,10868,0.12671828,0.00001166,0.12671828,0.12671828,SELECT group messages per dormitory
SELECT,20000,0,82087,0.57992649,0.00000706,0.06443628,0.06443628,All
UPDATE,20000,0,6517,0.14989614,0.00002300,0.14989614,0.14989614,UPDATE password and other fields when user is admin
UPDATE,20000,0,20000,0.14033341,0.00000702,0.14033341,0.14033341,UPDATE reservation time
UPDATE,20000,0,1,0.00608087,0.00608087,0.00608087,0.00608087,UPDATE one message
UPDATE,20000,0,26518,0.31171346,0.00001175,0.07792836,0.07792836,All
DELETE,40000,0,398,10.35263848,0.02601165,10.35263848,10.35263848,DELETE many not in batch
DELETE,40000,0,39598,0.46621561,0.00001177,0.46621561,0.46621561,DELETE many in batch
DELETE,40000,0,39996,10.81885409,0.00027050,5.40942705,5.40942705,All
INSERT,20000,20000,160000,3.64500427,0.00002278,0.52071490,0.52071490,All
SELECT,20000,0,12585,0.11512947,0.00000915,0.11512947,0.11512947,SELECT group reservation per device
SELECT,20000,0,12585,0.09940171,0.00000790,0.09940171,0.09940171,SELECT count average reservation time per device
SELECT,20000,0,6273,0.06097364,0.00000972,0.06097364,0.06097364,SELECT count number of admins
SELECT,20000,0,20000,0.10326505,0.00000516,0.10326505,0.10326505,SELECT find users
SELECT,20000,0,20000,0.00810671,0.00000041,0.00810671,0.00810671,SELECT count problems by status
SELECT,20000,0,10875,0.13500619,0.00001241,0.13500619,0.13500619,SELECT group messages per dormitory
SELECT,20000,0,82319,0.52993059,0.00000644,0.05888118,0.05888118,All
UPDATE,20000,0,6846,0.13840580,0.00002022,0.13840580,0.13840580,UPDATE password and other fields when user is admin
UPDATE,20000,0,20000,0.22871017,0.00001144,0.22871017,0.22871017,UPDATE reservation time
UPDATE,20000,0,1,0.00748134,0.00748134,0.00748134,0.00748134,UPDATE one message
UPDATE,20000,0,26847,0.38960028,0.00001451,0.09740007,0.09740007,All
DELETE,40000,0,398,10.26858759,0.02580047,10.26858759,10.26858759,DELETE many not in batch
DELETE,40000,0,39598,0.49316978,0.00001245,0.49316978,0.49316978,DELETE many in batch
DELETE,40000,0,39996,10.76175737,0.00026907,5.38087869,5.38087869,All
INSERT,20000,20000,160000,3.82362652,0.00002390,0.54623236,0.54623236,All
SELECT,20000,0,12687,0.11707687,0.00000923,0.11707687,0.11707687,SELECT group reservation per device
SELECT,20000,0,12687,0.10247397,0.00000808,0.10247397,0.10247397,SELECT count average reservation time per device
SELECT,20000,0,6193,0.05765247,0.00000931,0.05765247,0.05765247,SELECT count number of admins
SELECT,20000,0,20000,0.12099528,0.00000605,0.12099528,0.12099528,SELECT find users
SELECT,20000,0,20000,0.00913429,0.00000046,0.00913429,0.00913429,SELECT count problems by status
SELECT,20000,0,10895,0.14110780,0.00001295,0.14110780,0.14110780,SELECT group messages per dormitory
SELECT,20000,0,82463,0.55454230,0.00000672,0.06161581,0.06161581,All
UPDATE,20000,0,6722,0.14149809,0.00002105,0.14149809,0.14149809,UPDATE password and other fields when user is admin
UPDATE,20000,0,20000,0.21874666,0.00001094,0.21874666,0.21874666,UPDATE reservation time
UPDATE,20000,0,1,0.00815272,0.00815272,0.00815272,0.00815272,UPDATE one message
UPDATE,20000,0,26723,0.38877463,0.00001455,0.09719366,0.09719366,All
DELETE,40000,0,398,10.21275282,0.02566018,10.21275282,10.21275282,DELETE many not in batch
DELETE,40000,0,39598,0.52317834,0.00001321,0.52317834,0.52317834,DELETE many in batch
DELETE,40000,0,39996,10.73593116,0.00026843,5.36796558,5.36796558,All
INSERT,200000,200000,1600000,30.66495967,0.00001917,4.38070852,4.38070852,All
SELECT,200000,0,126585,5.09948993,0.00004029,5.09948993,5.09948993,SELECT group reservation per device
SELECT,200000,0,126585,2.54310083,0.00002009,2.54310083,2.54310083,SELECT count average reservation time per device
SELECT,200000,0,61352,1.24693632,0.00002032,1.24693632,1.24693632,SELECT count number of admins
SELECT,200000,0,0,0.00109076,0.00000000,0.00109076,0.00109076,SELECT find dormitory messages
SELECT,200000,0,200000,0.87344432,0.00000437,0.87344432,0.87344432,SELECT find users
SELECT,200000,0,200000,0.08558536,0.00000043,0.08558536,0.08558536,SELECT count problems by status
SELECT,200000,0,108163,4.35033011,0.00004022,4.35033011,4.35033011,SELECT group messages per dormitory
SELECT,200000,0,822686,14.27520514,0.00001735,1.58613390,1.58613390,All
UPDATE,200000,0,66637,1.71416163,0.00002572,1.71416163,1.71416163,UPDATE password and other fields when user is admin
UPDATE,200000,0,200000,1.63723946,0.00000819,1.63723946,1.63723946,UPDATE reservation time
UPDATE,200000,0,1,0.00504518,0.00504518,0.00504518,0.00504518,UPDATE one message
UPDATE,200000,0,266638,6.02035403,0.00002258,1.50508851,1.50508851,All
DELETE,400000,0,399997,6.08641601,0.00001522,6.08641601,6.08641601,DELETE many in batch
DELETE,400000,0,399997,6.08641601,0.00001522,6.08641601,6.08641601,All
INSERT,200000,200000,1600000,30.78860664,0.00001924,4.39837238,4.39837238,All
SELECT,200000,0,126551,5.09927273,0.00004029,5.09927273,5.09927273,SELECT group reservation per device
SELECT,200000,0,126551,2.53459334,0.00002003,2.53459334,2.53459334,SELECT count average reservation time per device
SELECT,200000,0,61127,1.21412301,0.00001986,1.21412301,1.21412301,SELECT count number of admins
SELECT,200000,0,200000,0.81373715,0.00000407,0.81373715,0.81373715,SELECT find users
SELECT,200000,0,200000,0.08600521,0.00000043,0.08600521,0.08600521,SELECT count problems by status
SELECT,200000,0,108173,4.28947473,0.00003965,4.28947473,4.28947473,SELECT group messages per dormitory
SELECT,200000,0,822403,14.11075258,0.00001716,1.56786140,1.56786140,All
UPDATE,200000,0,66579,1.58242464,0.00002377,1.58242464,1.58242464,UPDATE password and other fields when user is admin
UPDATE,200000,0,200000,1.83879232,0.00000919,1.83879232,1.83879232,UPDATE reservation time
UPDATE,200000,0,1,0.00505924,0.00505924,0.00505924,0.00505924,UPDATE one message
UPDATE,200000,0,266580,5.71567249,0.00002144,1.42891812,1.42891812,All
DELETE,400000,0,399997,6.10639000,0.00001527,6.10639000,6.10639000,DELETE many in batch
DELETE,400000,0,399997,6.10639000,0.00001527,6.10639000,6.10639000,All
INSERT,200000,200000,1600000,30.59289885,0.00001912,4.37041412,4.37041412,All
SELECT,200000,0,126414,5.11931634,0.00004050,5.11931634,5.11931634,SELECT group reservation per device
SELECT,200000,0,126414,2.56715870,0.00002031,2.56715870,2.56715870,SELECT count average reservation time per device
SELECT,200000,0,61183,1.21392274,0.00001984,1.21392274,1.21392274,SELECT count number of admins
SELECT,200000,0,200000,0.77676177,0.00000388,0.77676177,0.77676177,SELECT find users
SELECT,200000,0,200000,0.10297370,0.00000051,0.10297370,0.10297370,SELECT count problems by status
SELECT,200000,0,108407,4.35392570,0.00004016,4.35392570,4.35392570,SELECT group messages per dormitory
SELECT,200000,0,822419,14.20450449,0.00001727,1.57827828,1.57827828,All
UPDATE,200000,0,66564,1.59750843,0.00002400,1.59750843,1.59750843,UPDATE password and other fields when user is admin
UPDATE,200000,0,200000,1.74894071,0.00000874,1.74894071,1.74894071,UPDATE reservation time
UPDATE,200000,0,1,0.00505114,0.00505114,0.00505114,0.00505114,UPDATE one message
UPDATE,200000,0,266565,6.05575371,0.00002272,1.51393843,1.51393843,All
DELETE,400000,0,399997,6.08084536,0.00001520,6.08084536,6.08084536,DELETE many in batch
DELETE,400000,0,399997,6.08084536,0.00001520,6.08084536,6.08084536,All
INSERT,200000,200000,1600000,31.78669262,0.00001987,4.54095609,4.54095609,All
SELECT,200000,0,126661,5.12953830,0.00004050,5.12953830,5.12953830,SELECT group reservation per device
SELECT,200000,0,126661,2.57868338,0.00002036,2.57868338,2.57868338,SELECT count average reservation time per device
SELECT,200000,0,61440,1.21755457,0.00001982,1.21755457,1.21755457,SELECT count number of admins
SELECT,200000,0,200000,0.91184092,0.00000456,0.91184092,0.91184092,SELECT find users
SELECT,200000,0,200000,0.08732581,0.00000044,0.08732581,0.08732581,SELECT count problems by status
SELECT,200000,0,108314,4.19806957,0.00003876,4.19806957,4.19806957,SELECT group messages per dormitory
SELECT,200000,0,823077,14.20784926,0.00001726,1.57864992,1.57864992,All
UPDATE,200000,0,66670,1.72632551,0.00002589,1.72632551,1.72632551,UPDATE password and other fields when user is admin
UPDATE,200000,0,200000,1.71495581,0.00000857,1.71495581,1.71495581,UPDATE reservation time
UPDATE,200000,0,1,0.00607729,0.00607729,0.00607729,0.00607729,UPDATE one message
UPDATE,200000,0,266671,5.90055966,0.00002213,1.47513992,1.47513992,All
DELETE,400000,0,399997,5.97133899,0.00001493,5.97133899,5.97133899,DELETE many in batch
DELETE,400000,0,399997,5.97133899,0.00001493,5.97133899,5.97133899,All
INSERT,200000,200000,1600000,32.13809228,0.00002009,4.59115604,4.59115604,All
SELECT,200000,0,126486,5.20169759,0.00004112,5.20169759,5.20169759,SELECT group reservation per device
SELECT,200000,0,126486,2.51597238,0.00001989,2.51597238,2.51597238,SELECT count average reservation time per device
SELECT,200000,0,61887,1.24194074,0.00002007,1.24194074,1.24194074,SELECT count number of admins
SELECT,200000,0,200000,0.88310480,0.00000442,0.88310480,0.88310480,SELECT find users
SELECT,200000,0,200000,0.08897114,0.00000044,0.08897114,0.08897114,SELECT count problems by status
SELECT,200000,0,108467,4.22198725,0.00003892,4.22198725,4.22198725,SELECT group messages per dormitory
SELECT,200000,0,823327,14.23082924,0.00001728,1.58120325,1.58120325,All
UPDATE,200000,0,67050,1.70528626,0.00002543,1.70528626,1.70528626,UPDATE password and other fields when user is admin
UPDATE,200000,0,200000,1.87593818,0.00000938,1.87593818,1.87593818,UPDATE reservation time
UPDATE,200000,0,1,0.00507665,0.00507665,0.00507665,0.00507665,UPDATE one message
UPDATE,200000,0,267051,6.06433225,0.00002271,1.51608306,1.51608306,All
DELETE,400000,0,399997,5.91176414,0.00001478,5.91176414,5.91176414,DELETE many in batch
DELETE,400000,0,399997,5.91176414,0.00001478,5.91176414,5.91176414,All
INSERT,200000,200000,1600000,33.08308911,0.00002068,4.72615559,4.72615559,All
SELECT,200000,0,126354,5.34120846,0.00004227,5.34120846,5.34120846,SELECT group reservation per device
SELECT,200000,0,126354,2.64474702,0.00002093,2.64474702,2.64474702,SELECT count average reservation time per device
SELECT,200000,0,61838,1.41978765,0.00002296,1.41978765,1.41978765,SELECT count number of admins
SELECT,200000,0,0,0.00103569,0.00000000,0.00103569,0.00103569,SELECT find dormitory messages
SELECT,200000,0,200000,0.77237415,0.00000386,0.77237415,0.77237415,SELECT find users
SELECT,200000,0,200000,0.09481692,0.00000047,0.09481692,0.09481692,SELECT count problems by status
SELECT,200000,0,108205,4.28709650,0.00003962,4.28709650,4.28709650,SELECT group messages per dormitory
SELECT,200000,0,822752,14.64608216,0.00001780,1.62734246,1.62734246,All
UPDATE,200000,0,67168,1.60494828,0.00002389,1.60494828,1.60494828,UPDATE password and other fields when user is admin
UPDATE,200000,0,200000,2.00256896,0.00001001,2.00256896,2.00256896,UPDATE reservation time
UPDATE,200000,0,1,0.00688577,0.00688577,0.00688577,0.00688577,UPDATE one message
UPDATE,200000,0,267169,6.32320881,0.00002367,1.58080220,1.58080220,All
DELETE,400000,0,399997,5.96915483,0.00001492,5.96915483,5.96915483,DELETE many in batch
DELETE,400000,0,399997,5.96915483,0.00001492,5.96915483,5.96915483,All
INSERT,200000,200000,1600000,31.40071440,0.00001963,4.48581634,4.48581634,All
SELECT,200000,0,126292,5.22759295,0.00004139,5.22759295,5.22759295,SELECT group reservation per device
SELECT,200000,0,126292,2.72052574,0.00002154,2.72052574,2.72052574,SELECT count average reservation time per device
SELECT,200000,0,61477,1.36500072,0.00002220,1.36500072,1.36500072,SELECT count number of admins
SELECT,200000,0,200000,0.86702824,0.00000434,0.86702824,0.86702824,SELECT find users
SELECT,200000,0,200000,0.08315897,0.00000042,0.08315897,0.08315897,SELECT count problems by status
SELECT,200000,0,108356,4.18125582,0.00003859,4.18125582,4.18125582,SELECT group messages per dormitory
SELECT,200000,0,822418,14.53078890,0.00001767,1.61453210,1.61453210,All
UPDATE,200000,0,66700,1.57191229,0.00002357,1.57191229,1.57191229,UPDATE password and other fields when user is admin
UPDATE,200000,0,200000,1.88035560,0.00000940,1.88035560,1.88035560,UPDATE reservation time
UPDATE,200000,0,1,0.00800180,0.00800180,0.00800180,0.00800180,UPDATE one message
UPDATE,200000,0,266701,5.96933794,0.00002238,1.49233449,1.49233449,All
DELETE,400000,0,399997,5.97728324,0.00001494,5.97728324,5.97728324,DELETE many in batch
DELETE,400000,0,399997,5.97728324,0.00001494,5.97728324,5.97728324,All
INSERT,200000,200000,1600000,31.71575952,0.00001982,4.53082279,4.53082279,All
SELECT,200000,0,126446,5.85473299,0.00004630,5.85473299,5.85473299,SELECT group reservation per device
SELECT,200000,0,126446,2.59719491,0.00002054,2.59719491,2.59719491,SELECT count average reservation time per device
SELECT,200000,0,61189,1.29428959,0.00002115,1.29428959,1.29428959,SELECT count number of admins
SELECT,200000,0,0,0.00106144,0.00000000,0.00106144,0.00106144,SELECT find dormitory messages
SELECT,200000,0,200000,0.77384710,0.00000387,0.77384710,0.77384710,SELECT find users
SELECT,200000,0,200000,0.08208156,0.00000041,0.08208156,0.08208156,SELECT count problems by status
SELECT,200000,0,108294,4.31152201,0.00003981,4.31152201,4.31152201,SELECT group messages per dormitory
SELECT,200000,0,822376,14.99116182,0.00001823,1.66568465,1.66568465,All
UPDATE,200000,0,66431,1.73750687,0.00002616,1.73750687,1.73750687,UPDATE password and other fields when user is admin
UPDATE,200000,0,200000,2.03565335,0.00001018,2.03565335,2.03565335,UPDATE reservation time
UPDATE,200000,0,1,0.00640178,0.00640178,0.00640178,0.00640178,UPDATE one message
UPDATE,200000,0,266432,6.34798932,0.00002383,1.58699733,1.58699733,All
DELETE,400000,0,399997,6.02092338,0.00001505,6.02092338,6.02092338,DELETE many in batch
DELETE,400000,0,399997,6.02092338,0.00001505,6.02092338,6.02092338,All
INSERT,200000,200000,1600000,31.56695390,0.00001973,4.50956484,4.50956484,All
SELECT,200000,0,126088,5.33558536,0.00004232,5.33558536,5.33558536,SELECT group reservation per device
SELECT,200000,0,126088,2.97774172,0.00002362,2.97774172,2.97774172,SELECT count average reservation time per device
SELECT,200000,0,61426,1.31736803,0.00002145,1.31736803,1.31736803,SELECT count number of admins
SELECT,200000,0,200000,0.82592964,0.00000413,0.82592964,0.82592964,SELECT find users
SELECT,200000,0,200000,0.08512664,0.00000043,0.08512664,0.08512664,SELECT count problems by status
SELECT,200000,0,108329,4.27197218,0.00003944,4.27197218,4.27197218,SELECT group messages per dormitory
SELECT,200000,0,821932,14.89170599,0.00001812,1.65463400,1.65463400,All
UPDATE,200000,0,66678,1.80195069,0.00002702,1.80195069,1.80195069,UPDATE password and other fields when user is admin
UPDATE,200000,0,200000,1.97625637,0.00000988,1.97625637,1.97625637,UPDATE reservation time
UPDATE,200000,0,1,0.00613618,0.00613618,0.00613618,0.00613618,UPDATE one message
UPDATE,200000,0,266679,6.47081900,0.00002426,1.61770475,1.61770475,All
DELETE,400000,0,399997,6.40980721,0.00001602,6.40980721,6.40980721,DELETE many in batch
DELETE,400000,0,399997,6.40980721,0.00001602,6.40980721,6.40980721,All
INSERT,200000,200000,1600000,31.36887884,0.00001961,4.48126841,4.48126841,All
SELECT,200000,0,126520,5.60760450,0.00004432,5.60760450,5.60760450,SELECT group reservation per device
SELECT,200000,0,126520,2.53181243,0.00002001,2.53181243,2.53181243,SELECT count average reservation time per device
SELECT,200000,0,61461,1.21912265,0.00001984,1.21912265,1.21912265,SELECT count number of admins
SELECT,200000,0,200000,0.79260302,0.00000396,0.79260302,0.79260302,SELECT find users
SELECT,200000,0,200000,0.08688307,0.00000043,0.08688307,0.08688307,SELECT count problems by status
SELECT,200000,0,108455,4.73348045,0.00004364,4.73348045,4.73348045,SELECT group messages per dormitory
SELECT,200000,0,822957,15.04392719,0.00001828,1.67154747,1.67154747,All
UPDATE,200000,0,66539,2.02121139,0.00003038,2.02121139,2.02121139,UPDATE password and other fields when user is admin
UPDATE,200000,0,200000,2.15870285,0.00001079,2.15870285,2.15870285,UPDATE reservation time
UPDATE,200000,0,1,0.00599980,0.00599980,0.00599980,0.00599980,UPDATE one message
UPDATE,200000,0,266540,6.91844630,0.00002596,1.72961158,1.72961158,All
DELETE,400000,0,399997,7.12446880,0.00001781,7.12446880,7.12446880,DELETE many in batch
DELETE,400000,0,399997,7.12446880,0.00001781,7.12446880,7.12446880,All
INSERT,50000,50000,400000,7.94618607,0.00001987,1.13516944,1.13516944,All
SELECT,50000,0,31532,0.31012106,0.00000984,0.31012106,0.31012106,SELECT group reservation per device
SELECT,50000,0,31532,0.30294085,0.00000961,0.30294085,0.30294085,SELECT count average reservation time per device
SELECT,50000,0,15445,0.16590905,0.00001074,0.16590905,0.16590905,SELECT count number of admins
SELECT,50000,0,50000,0.24720979,0.00000494,0.24720979,0.24720979,SELECT find users
SELECT,50000,0,50000,0.01900029,0.00000038,0.01900029,0.01900029,SELECT count problems by status
SELECT,50000,0,27132,0.28418994,0.00001047,0.28418994,0.28418994,SELECT group messages per dormitory
SELECT,50000,0,205642,1.34650469,0.00000655,0.14961163,0.14961163,All
UPDATE,50000,0,16716,0.35177112,0.00002104,0.35177112,0.35177112,UPDATE password and other fields when user is admin
UPDATE,50000,0,50000,0.36617208,0.00000732,0.36617208,0.36617208,UPDATE reservation time
UPDATE,50000,0,1,0.00729918,0.00729918,0.00729918,0.00729918,UPDATE one message
UPDATE,50000,0,66717,0.76035714,0.00001140,0.19008929,0.19008929,All
DELETE,100000,0,99898,1.34297943,0.00001344,1.34297943,1.34297943,DELETE many in batch
DELETE,100000,0,99898,1.34297943,0.00001344,1.34297943,1.34297943,All
INSERT,50000,50000,400000,8.54764342,0.00002137,1.22109192,1.22109192,All
SELECT,50000,0,31602,0.32196164,0.00001019,0.32196164,0.32196164,SELECT group reservation per device
SELECT,50000,0,31602,0.29345345,0.00000929,0.29345345,0.29345345,SELECT count average reservation time per device
SELECT,50000,0,15599,0.17299819,0.00001109,0.17299819,0.17299819,SELECT count number of admins
SELECT,50000,0,50000,0.22908187,0.00000458,0.22908187,0.22908187,SELECT find users
SELECT,50000,0,50000,0.01897502,0.00000038,0.01897502,0.01897502,SELECT count problems by status
SELECT,50000,0,27134,0.27920938,0.00001029,0.27920938,0.27920938,SELECT group messages per dormitory
SELECT,50000,0,205938,1.33073282,0.00000646,0.14785920,0.14785920,All
UPDATE,50000,0,16896,0.32571816,0.00001928,0.32571816,0.32571816,UPDATE password and other fields when user is admin
UPDATE,50000,0,50000,0.42254949,0.00000845,0.42254949,0.42254949,UPDATE reservation time
UPDATE,50000,0,1,0.00499940,0.00499940,0.00499940,0.00499940,UPDATE one message
UPDATE,50000,0,66897,0.78935933,0.00001180,0.19733983,0.19733983,All
DELETE,100000,0,99898,1.53403592,0.00001536,1.53403592,1.53403592,DELETE many in batch
DELETE,100000,0,99898,1.53403592,0.00001536,1.53403592,1.53403592,All
INSERT,50000,50000,400000,7.93217516,0.00001983,1.13316788,1.13316788,All
SELECT,50000,0,31601,0.30239391,0.00000957,0.30239391,0.30239391,SELECT group reservation per device
SELECT,50000,0,31601,0.27993679,0.00000886,0.27993679,0.27993679,SELECT count average reservation time per device
SELECT,50000,0,15396,0.16800594,0.00001091,0.16800594,0.16800594,SELECT count number of admins
SELECT,50000,0,50000,0.24227929,0.00000485,0.24227929,0.24227929,SELECT find users
SELECT,50000,0,50000,0.01720023,0.00000034,0.01720023,0.01720023,SELECT count problems by status
SELECT,50000,0,27156,0.26635289,0.00000981,0.26635289,0.26635289,SELECT group messages per dormitory
SELECT,50000,0,205755,1.29038572,0.00000627,0.14337619,0.14337619,All
UPDATE,50000,0,16747,0.33071780,0.00001975,0.33071780,0.33071780,UPDATE password and other fields when user is admin
UPDATE,50000,0,50000,0.40388417,0.00000808,0.40388417,0.40388417,UPDATE reservation time
UPDATE,50000,0,1,0.00405049,0.00405049,0.00405049,0.00405049,UPDATE one message
UPDATE,50000,0,66748,0.78066254,0.00001170,0.19516563,0.19516563,All
DELETE,100000,0,99898,1.60271549,0.00001604,1.60271549,1.60271549,DELETE many in batch
DELETE,100000,0,99898,1.60271549,0.00001604,1.60271549,1.60271549,All
INSERT,50000,50000,400000,8.06807280,0.00002017,1.15258183,1.15258183,All
SELECT,50000,0,31621,0.31365418,0.00000992,0.31365418,0.31365418,SELECT group reservation per device
SELECT,50000,0,31621,0.25272083,0.00000799,0.25272083,0.25272083,SELECT count average reservation time per device
SELECT,50000,0,15259,0.16170406,0.00001060,0.16170406,0.16170406,SELECT count number of admins
SELECT,50000,0,50000,0.22580147,0.00000452,0.22580147,0.22580147,SELECT find users
SELECT,50000,0,50000,0.01719880,0.00000034,0.01719880,0.01719880,SELECT count problems by status
SELECT,50000,0,26956,0.27441382,0.00001018,0.27441382,0.27441382,SELECT group messages per dormitory
SELECT,50000,0,205458,1.26054001,0.00000614,0.14006000,0.14006000,All
UPDATE,50000,0,16507,0.32148242,0.00001948,0.32148242,0.32148242,UPDATE password and other fields when user is admin
UPDATE,50000,0,50000,0.38362551,0.00000767,0.38362551,0.38362551,UPDATE reservation time
UPDATE,50000,0,1,0.00399876,0.00399876,0.00399876,0.00399876,UPDATE one message
UPDATE,50000,0,66508,0.74510550,0.00001120,0.18627638,0.18627638,All
DELETE,100000,0,99898,1.44352889,0.00001445,1.44352889,1.44352889,DELETE many in batch
DELETE,100000,0,99898,1.44352889,0.00001445,1.44352889,1.44352889,All
INSERT,50000,50000,400000,7.95385695,0.00001988,1.13626528,1.13626528,All
SELECT,50000,0,31697,0.32198334,0.00001016,0.32198334,0.32198334,SELECT group reservation per device
SELECT,50000,0,31697,0.26411939,0.00000833,0.26411939,0.26411939,SELECT count average reservation time per device
SELECT,50000,0,15399,0.16725540,0.00001086,0.16725540,0.16725540,SELECT count number of admins
SELECT,50000,0,50000,0.22503853,0.00000450,0.22503853,0.22503853,SELECT find users
SELECT,50000,0,50000,0.01803637,0.00000036,0.01803637,0.01803637,SELECT count problems by status
SELECT,50000,0,27020,0.27717113,0.00001026,0.27717113,0.27717113,SELECT group messages per dormitory
SELECT,50000,0,205814,1.28872180,0.00000626,0.14319131,0.14319131,All
UPDATE,50000,0,16705,0.34136367,0.00002043,0.34136367,0.34136367,UPDATE password and other fields when user is admin
UPDATE,50000,0,50000,0.47125626,0.00000943,0.47125626,0.47125626,UPDATE reservation time
UPDATE,50000,0,1,0.00700521,0.00700521,0.00700521,0.00700521,UPDATE one message
UPDATE,50000,0,66706,0.87042642,0.00001305,0.21760660,0.21760660,All
DELETE,100000,0,99898,1.68342686,0.00001685,1.68342686,1.68342686,DELETE many in batch
DELETE,100000,0,99898,1.68342686,0.00001685,1.68342686,1.68342686,All
INSERT,50000,50000,400000,7.73932362,0.00001935,1.10561766,1.10561766,All
SELECT,50000,0,31546,0.31242847,0.00000990,0.31242847,0.31242847,SELECT group reservation per device
SELECT,50000,0,31546,0.28371525,0.00000899,0.28371525,0.28371525,SELECT count average reservation time per device
SELECT,50000,0,15180,0.16320539,0.00001075,0.16320539,0.16320539,SELECT count number of admins
SELECT,50000,0,50000,0.21121502,0.00000422,0.21121502,0.21121502,SELECT find users
SELECT,50000,0,50000,0.01825094,0.00000037,0.01825094,0.01825094,SELECT count problems by status
SELECT,50000,0,27045,0.28254533,0.00001045,0.28254533,0.28254533,SELECT group messages per dormitory
SELECT,50000,0,205318,1.28639936,0.00000627,0.14293326,0.14293326,All
UPDATE,50000,0,16509,0.34514976,0.00002091,0.34514976,0.34514976,UPDATE password and other fields when user is admin
UPDATE,50000,0,50000,0.39886260,0.00000798,0.39886260,0.39886260,UPDATE reservation time
UPDATE,50000,0,1,0.00499892,0.00499892,0.00499892,0.00499892,UPDATE one message
UPDATE,50000,0,66510,0.78405833,0.00001179,0.19601458,0.19601458,All
DELETE,100000,0,99898,1.43736053,0.00001439,1.43736053,1.43736053,DELETE many in batch
DELETE,100000,0,99898,1.43736053,0.00001439,1.43736053,1.43736053,All
INSERT,50000,50000,400000,8.11221695,0.00002028,1.15888814,1.15888814,All
SELECT,50000,0,31613,0.33495092,0.00001060,0.33495092,0.33495092,SELECT group reservation per device
SELECT,50000,0,31613,0.25478435,0.00000806,0.25478435,0.25478435,SELECT count average reservation time per device
SELECT,50000,0,15297,0.16803765,0.00001099,0.16803765,0.16803765,SELECT count number of admins
SELECT,50000,0,50000,0.23324060,0.00000466,0.23324060,0.23324060,SELECT find users
