Operation,Elements,BatchSize,TotalElements,TotalTime,TimePerRecord,TimePerBatch,TimePerTable,Function
SELECT,200,0,0,0.00099969,0.00000000,0.00099969,0.00099969,SELECT find reservations earlier then concrete data
SELECT,200,0,200,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find users
SELECT,200,0,200,0.00200391,0.00001002,0.00200391,0.00200391,SELECT count problems by status
SELECT,200,0,111,0.01462364,0.00013174,0.01462364,0.01462364,SELECT group messages per dormitory
SELECT,200,0,836,0.08727312,0.00010439,0.00969701,0.00969701,All
UPDATE,200,0,66,0.01907253,0.00028898,0.01907253,0.01907253,UPDATE password and other fields when user is admin
UPDATE,200,0,200,0.00404596,0.00002023,0.00404596,0.00404596,UPDATE reservation time
UPDATE,200,0,0,0.00099897,0.00000000,0.00099897,0.00099897,UPDATE status when problem is older than
UPDATE,200,0,1,0.00100088,0.00100088,0.00100088,0.00100088,UPDATE one message
UPDATE,200,0,267,0.02511835,0.00009408,0.00627959,0.00627959,All
DELETE,400,0,2,0.01774144,0.00887072,0.01774144,0.01774144,DELETE many not in batch
DELETE,400,0,394,0.00256085,0.00000650,0.00256085,0.00256085,DELETE many in batch
DELETE,400,0,398,0.02835727,0.00007125,0.00708932,0.00708932,All
INSERT,200,200,1400,0.40066910,0.00028619,0.06677818,0.06677818,All
SELECT,200,0,121,0.03879046,0.00032058,0.03879046,0.03879046,SELECT group reservation per device
SELECT,200,0,121,0.01217532,0.00010062,0.01217532,0.01217532,SELECT count average reservation time per device
SELECT,200,0,52,0.00352955,0.00006788,0.00352955,0.00352955,SELECT count number of admins
SELECT,200,0,0,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find problem by id
SELECT,200,0,0,0.01305985,0.00000000,0.01305985,0.01305985,SELECT find dormitory messages
SELECT,200,0,0,0.00164247,0.00000000,0.00164247,0.00164247,SELECT find reservations earlier then concrete data
SELECT,200,0,200,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find users
SELECT,200,0,200,0.00100064,0.00000500,0.00100064,0.00100064,SELECT count problems by status
SELECT,200,0,103,0.01616454,0.00015694,0.01616454,0.01616454,SELECT group messages per dormitory
SELECT,200,0,797,0.08636284,0.00010836,0.00959587,0.00959587,All
UPDATE,200,0,59,0.02006316,0.00034005,0.02006316,0.02006316,UPDATE password and other fields when user is admin
UPDATE,200,0,200,0.00615716,0.00003079,0.00615716,0.00615716,UPDATE reservation time
UPDATE,200,0,0,0.00117326,0.00000000,0.00117326,0.00117326,UPDATE status when problem is older than
UPDATE,200,0,1,0.00199938,0.00199938,0.00199938,0.00199938,UPDATE one message
UPDATE,200,0,260,0.02939296,0.00011305,0.00734824,0.00734824,All
DELETE,400,0,2,0.02319622,0.01159811,0.02319622,0.02319622,DELETE many not in batch
DELETE,400,0,394,0.00300312,0.00000762,0.00300312,0.00300312,DELETE many in batch
DELETE,400,0,398,0.03107452,0.00007808,0.00776863,0.00776863,All
INSERT,200,200,1400,0.38534355,0.00027525,0.06422393,0.06422393,All
SELECT,200,0,126,0.04445362,0.00035281,0.04445362,0.04445362,SELECT group reservation per device
SELECT,200,0,126,0.01565409,0.00012424,0.01565409,0.01565409,SELECT count average reservation time per device
SELECT,200,0,58,0.00420499,0.00007250,0.00420499,0.00420499,SELECT count number of admins
SELECT,200,0,0,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find problem by id
SELECT,200,0,0,0.01416707,0.00000000,0.01416707,0.01416707,SELECT find dormitory messages
SELECT,200,0,0,0.00100708,0.00000000,0.00100708,0.00100708,SELECT find reservations earlier then concrete data
SELECT,200,0,200,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find users
SELECT,200,0,200,0.00208235,0.00001041,0.00208235,0.00208235,SELECT count problems by status
SELECT,200,0,109,0.01518011,0.00013927,0.01518011,0.01518011,SELECT group messages per dormitory
SELECT,200,0,819,0.09674931,0.00011813,0.01074992,0.01074992,All
UPDATE,200,0,61,0.02724457,0.00044663,0.02724457,0.02724457,UPDATE password and other fields when user is admin
UPDATE,200,0,200,0.00499964,0.00002500,0.00499964,0.00499964,UPDATE reservation time
UPDATE,200,0,0,0.00100374,0.00000000,0.00100374,0.00100374,UPDATE status when problem is older than
UPDATE,200,0,1,0.00200081,0.00200081,0.00200081,0.00200081,UPDATE one message
UPDATE,200,0,262,0.03524876,0.00013454,0.00881219,0.00881219,All
DELETE,400,0,2,0.02024579,0.01012290,0.02024579,0.02024579,DELETE many not in batch
DELETE,400,0,394,0.00308299,0.00000782,0.00308299,0.00308299,DELETE many in batch
DELETE,400,0,398,0.03044605,0.00007650,0.00761151,0.00761151,All
INSERT,200,200,1400,0.41222668,0.00029445,0.06870445,0.06870445,All
SELECT,200,0,123,0.03738141,0.00030391,0.03738141,0.03738141,SELECT group reservation per device
SELECT,200,0,123,0.01145267,0.00009311,0.01145267,0.01145267,SELECT count average reservation time per device
SELECT,200,0,61,0.00396180,0.00006495,0.00396180,0.00396180,SELECT count number of admins
SELECT,200,0,0,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find problem by id
SELECT,200,0,0,0.01333857,0.00000000,0.01333857,0.01333857,SELECT find dormitory messages
SELECT,200,0,0,0.00103617,0.00000000,0.00103617,0.00103617,SELECT find reservations earlier then concrete data
SELECT,200,0,200,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find users
SELECT,200,0,200,0.00213957,0.00001070,0.00213957,0.00213957,SELECT count problems by status
SELECT,200,0,107,0.01310325,0.00012246,0.01310325,0.01310325,SELECT group messages per dormitory
SELECT,200,0,814,0.08241343,0.00010125,0.00915705,0.00915705,All
UPDATE,200,0,63,0.01902509,0.00030199,0.01902509,0.01902509,UPDATE password and other fields when user is admin
UPDATE,200,0,200,0.00300074,0.00001500,0.00300074,0.00300074,UPDATE reservation time
UPDATE,200,0,0,0.00100160,0.00000000,0.00100160,0.00100160,UPDATE status when problem is older than
UPDATE,200,0,1,0.00207710,0.00207710,0.00207710,0.00207710,UPDATE one message
UPDATE,200,0,264,0.02510452,0.00009509,0.00627613,0.00627613,All
DELETE,400,0,2,0.03470254,0.01735127,0.03470254,0.03470254,DELETE many not in batch
DELETE,400,0,394,0.00298381,0.00000757,0.00298381,0.00298381,DELETE many in batch
DELETE,400,0,398,0.04451084,0.00011184,0.01112771,0.01112771,All
INSERT,200,200,1400,0.37185788,0.00026561,0.06197631,0.06197631,All
SELECT,200,0,117,0.04723716,0.00040374,0.04723716,0.04723716,SELECT group reservation per device
SELECT,200,0,117,0.01111388,0.00009499,0.01111388,0.01111388,SELECT count average reservation time per device
SELECT,200,0,55,0.00396538,0.00007210,0.00396538,0.00396538,SELECT count number of admins
SELECT,200,0,0,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find problem by id
SELECT,200,0,0,0.01303291,0.00000000,0.01303291,0.01303291,SELECT find dormitory messages
SELECT,200,0,0,0.00204730,0.00000000,0.00204730,0.00204730,SELECT find reservations earlier then concrete data
SELECT,200,0,200,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find users
SELECT,200,0,200,0.00100183,0.00000501,0.00100183,0.00100183,SELECT count problems by status
SELECT,200,0,112,0.01479340,0.00013208,0.01479340,0.01479340,SELECT group messages per dormitory
SELECT,200,0,801,0.09319186,0.00011634,0.01035465,0.01035465,All
UPDATE,200,0,58,0.01803589,0.00031096,0.01803589,0.01803589,UPDATE password and other fields when user is admin
UPDATE,200,0,200,0.00407243,0.00002036,0.00407243,0.00407243,UPDATE reservation time
UPDATE,200,0,0,0.00100422,0.00000000,0.00100422,0.00100422,UPDATE status when problem is older than
UPDATE,200,0,1,0.00101018,0.00101018,0.00101018,0.00101018,UPDATE one message
UPDATE,200,0,259,0.02412271,0.00009314,0.00603068,0.00603068,All
DELETE,400,0,2,0.04014969,0.02007484,0.04014969,0.04014969,DELETE many not in batch
DELETE,400,0,394,0.00300241,0.00000762,0.00300241,0.00300241,DELETE many in batch
DELETE,400,0,398,0.04815316,0.00012099,0.01203829,0.01203829,All
INSERT,200,200,1400,0.39844656,0.00028460,0.06640776,0.06640776,All
SELECT,200,0,120,0.04564595,0.00038038,0.04564595,0.04564595,SELECT group reservation per device
SELECT,200,0,120,0.01314616,0.00010955,0.01314616,0.01314616,SELECT count average reservation time per device
SELECT,200,0,62,0.00506568,0.00008170,0.00506568,0.00506568,SELECT count number of admins
SELECT,200,0,0,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find problem by id
SELECT,200,0,0,0.01716685,0.00000000,0.01716685,0.01716685,SELECT find dormitory messages
SELECT,200,0,0,0.00200152,0.00000000,0.00200152,0.00200152,SELECT find reservations earlier then concrete data
SELECT,200,0,200,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find users
SELECT,200,0,200,0.00099802,0.00000499,0.00099802,0.00099802,SELECT count problems by status
SELECT,200,0,107,0.01618218,0.00015124,0.01618218,0.01618218,SELECT group messages per dormitory
SELECT,200,0,809,0.10020638,0.00012386,0.01113404,0.01113404,All
UPDATE,200,0,64,0.04249287,0.00066395,0.04249287,0.04249287,UPDATE password and other fields when user is admin
UPDATE,200,0,200,0.00563121,0.00002816,0.00563121,0.00563121,UPDATE reservation time
UPDATE,200,0,0,0.00208259,0.00000000,0.00208259,0.00208259,UPDATE status when problem is older than
UPDATE,200,0,1,0.00100327,0.00100327,0.00100327,0.00100327,UPDATE one message
UPDATE,200,0,265,0.05120993,0.00019325,0.01280248,0.01280248,All
DELETE,400,0,2,0.06105328,0.03052664,0.06105328,0.06105328,DELETE many not in batch
DELETE,400,0,394,0.00415564,0.00001055,0.00415564,0.00415564,DELETE many in batch
DELETE,400,0,398,0.07227850,0.00018160,0.01806962,0.01806962,All
INSERT,200,200,1400,0.40204191,0.00028717,0.06700699,0.06700699,All
SELECT,200,0,120,0.05173349,0.00043111,0.05173349,0.05173349,SELECT group reservation per device
SELECT,200,0,120,0.01428890,0.00011907,0.01428890,0.01428890,SELECT count average reservation time per device
SELECT,200,0,72,0.00400114,0.00005557,0.00400114,0.00400114,SELECT count number of admins
SELECT,200,0,0,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find problem by id
SELECT,200,0,0,0.01336145,0.00000000,0.01336145,0.01336145,SELECT find dormitory messages
SELECT,200,0,0,0.00100255,0.00000000,0.00100255,0.00100255,SELECT find reservations earlier then concrete data
SELECT,200,0,200,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find users
SELECT,200,0,200,0.00208879,0.00001044,0.00208879,0.00208879,SELECT count problems by status
SELECT,200,0,112,0.01321292,0.00011797,0.01321292,0.01321292,SELECT group messages per dormitory
SELECT,200,0,824,0.09968925,0.00012098,0.01107658,0.01107658,All
UPDATE,200,0,74,0.02328730,0.00031469,0.02328730,0.02328730,UPDATE password and other fields when user is admin
UPDATE,200,0,200,0.00714517,0.00003573,0.00714517,0.00714517,UPDATE reservation time
UPDATE,200,0,0,0.00200176,0.00000000,0.00200176,0.00200176,UPDATE status when problem is older than
UPDATE,200,0,1,0.00206804,0.00206804,0.00206804,0.00206804,UPDATE one message
UPDATE,200,0,275,0.03450227,0.00012546,0.00862557,0.00862557,All
DELETE,400,0,2,0.02535796,0.01267898,0.02535796,0.02535796,DELETE many not in batch
DELETE,400,0,394,0.00412893,0.00001048,0.00412893,0.00412893,DELETE many in batch
DELETE,400,0,398,0.03660989,0.00009198,0.00915247,0.00915247,All
INSERT,200,200,1400,0.39832258,0.00028452,0.06638710,0.06638710,All
SELECT,200,0,130,0.03583097,0.00027562,0.03583097,0.03583097,SELECT group reservation per device
SELECT,200,0,130,0.01315165,0.00010117,0.01315165,0.01315165,SELECT count average reservation time per device
SELECT,200,0,58,0.00400281,0.00006901,0.00400281,0.00400281,SELECT count number of admins
SELECT,200,0,0,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find problem by id
SELECT,200,0,0,0.01313567,0.00000000,0.01313567,0.01313567,SELECT find dormitory messages
SELECT,200,0,0,0.00100231,0.00000000,0.00100231,0.00100231,SELECT find reservations earlier then concrete data
SELECT,200,0,200,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find users
SELECT,200,0,200,0.00106668,0.00000533,0.00106668,0.00106668,SELECT count problems by status
SELECT,200,0,109,0.01416922,0.00012999,0.01416922,0.01416922,SELECT group messages per dormitory
SELECT,200,0,827,0.08235931,0.00009959,0.00915103,0.00915103,All
UPDATE,200,0,61,0.02211094,0.00036247,0.02211094,0.02211094,UPDATE password and other fields when user is admin
UPDATE,200,0,200,0.00506473,0.00002532,0.00506473,0.00506473,UPDATE reservation time
UPDATE,200,0,0,0.00099969,0.00000000,0.00099969,0.00099969,UPDATE status when problem is older than
UPDATE,200,0,1,0.00206161,0.00206161,0.00206161,0.00206161,UPDATE one message
UPDATE,200,0,262,0.03023696,0.00011541,0.00755924,0.00755924,All
DELETE,400,0,2,0.01925302,0.00962651,0.01925302,0.01925302,DELETE many not in batch
DELETE,400,0,394,0.00300860,0.00000764,0.00300860,0.00300860,DELETE many in batch
DELETE,400,0,398,0.02731037,0.00006862,0.00682759,0.00682759,All
INSERT,2000,2000,14000,0.42702150,0.00003050,0.07117025,0.07117025,All
SELECT,2000,0,1251,0.14974546,0.00011970,0.14974546,0.14974546,SELECT group reservation per device
SELECT,2000,0,1251,0.10536361,0.00008422,0.10536361,0.10536361,SELECT count average reservation time per device
SELECT,2000,0,581,0.02217150,0.00003816,0.02217150,0.02217150,SELECT count number of admins
SELECT,2000,0,0,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find problem by id
SELECT,2000,0,0,0.11241007,0.00000000,0.11241007,0.11241007,SELECT find dormitory messages
SELECT,2000,0,0,0.00204182,0.00000000,0.00204182,0.00204182,SELECT find reservations earlier then concrete data
SELECT,2000,0,2000,0.00099850,0.00000050,0.00099850,0.00099850,SELECT find users
SELECT,2000,0,2000,0.00204706,0.00000102,0.00204706,0.00204706,SELECT count problems by status
SELECT,2000,0,1098,0.12033415,0.00010959,0.12033415,0.12033415,SELECT group messages per dormitory
SELECT,2000,0,8181,0.51511216,0.00006296,0.05723468,0.05723468,All
UPDATE,2000,0,634,0.02916336,0.00004600,0.02916336,0.02916336,UPDATE password and other fields when user is admin
UPDATE,2000,0,2000,0.02758574,0.00001379,0.02758574,0.02758574,UPDATE reservation time
UPDATE,2000,0,0,0.00202823,0.00000000,0.00202823,0.00202823,UPDATE status when problem is older than
UPDATE,2000,0,1,0.00108719,0.00108719,0.00108719,0.00108719,UPDATE one message
UPDATE,2000,0,2635,0.05986452,0.00002272,0.01496613,0.01496613,All
DELETE,4000,0,38,0.05839133,0.00153661,0.05839133,0.05839133,DELETE many not in batch
DELETE,4000,0,3958,0.02060795,0.00000521,0.02060795,0.02060795,DELETE many in batch
DELETE,4000,0,3998,0.08616304,0.00002155,0.02154076,0.02154076,All
INSERT,2000,2000,14000,0.41400528,0.00002957,0.06900088,0.06900088,All
SELECT,2000,0,1248,0.15430403,0.00012364,0.15430403,0.15430403,SELECT group reservation per device
SELECT,2000,0,1248,0.10372996,0.00008312,0.10372996,0.10372996,SELECT count average reservation time per device
SELECT,2000,0,622,0.02323389,0.00003735,0.02323389,0.02323389,SELECT count number of admins
SELECT,2000,0,0,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find problem by id
SELECT,2000,0,0,0.11414480,0.00000000,0.11414480,0.11414480,SELECT find dormitory messages
SELECT,2000,0,0,0.00203609,0.00000000,0.00203609,0.00203609,SELECT find reservations earlier then concrete data
SELECT,2000,0,2000,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find users
SELECT,2000,0,2000,0.00203776,0.00000102,0.00203776,0.00203776,SELECT count problems by status
SELECT,2000,0,1082,0.12565780,0.00011613,0.12565780,0.12565780,SELECT group messages per dormitory
SELECT,2000,0,8200,0.52514434,0.00006404,0.05834937,0.05834937,All
UPDATE,2000,0,670,0.04026508,0.00006010,0.04026508,0.04026508,UPDATE password and other fields when user is admin
UPDATE,2000,0,2000,0.02618980,0.00001309,0.02618980,0.02618980,UPDATE reservation time
UPDATE,2000,0,0,0.00207448,0.00000000,0.00207448,0.00207448,UPDATE status when problem is older than
UPDATE,2000,0,1,0.00097251,0.00097251,0.00097251,0.00097251,UPDATE one message
UPDATE,2000,0,2671,0.06950188,0.00002602,0.01737547,0.01737547,All
DELETE,4000,0,38,0.04520154,0.00118951,0.04520154,0.04520154,DELETE many not in batch
DELETE,4000,0,3958,0.02048159,0.00000517,0.02048159,0.02048159,DELETE many in batch
DELETE,4000,0,3998,0.07568264,0.00001893,0.01892066,0.01892066,All
INSERT,2000,2000,14000,0.39965463,0.00002855,0.06660910,0.06660910,All
SELECT,2000,0,1266,0.15154386,0.00011970,0.15154386,0.15154386,SELECT group reservation per device
SELECT,2000,0,1266,0.10638881,0.00008404,0.10638881,0.10638881,SELECT count average reservation time per device
SELECT,2000,0,604,0.02315521,0.00003834,0.02315521,0.02315521,SELECT count number of admins
SELECT,2000,0,0,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find problem by id
SELECT,2000,0,0,0.11223793,0.00000000,0.11223793,0.11223793,SELECT find dormitory messages
SELECT,2000,0,0,0.00196028,0.00000000,0.00196028,0.00196028,SELECT find reservations earlier then concrete data
SELECT,2000,0,2000,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find users
SELECT,2000,0,2000,0.00400043,0.00000200,0.00400043,0.00400043,SELECT count problems by status
SELECT,2000,0,1082,0.13256335,0.00012252,0.13256335,0.13256335,SELECT group messages per dormitory
SELECT,2000,0,8218,0.53184986,0.00006472,0.05909443,0.05909443,All
UPDATE,2000,0,657,0.02725291,0.00004148,0.02725291,0.02725291,UPDATE password and other fields when user is admin
UPDATE,2000,0,2000,0.03025723,0.00001513,0.03025723,0.03025723,UPDATE reservation time
UPDATE,2000,0,0,0.00200009,0.00000000,0.00200009,0.00200009,UPDATE status when problem is older than
UPDATE,2000,0,1,0.00106192,0.00106192,0.00106192,0.00106192,UPDATE one message
UPDATE,2000,0,2658,0.06057215,0.00002279,0.01514304,0.01514304,All
DELETE,4000,0,38,0.04142642,0.00109017,0.04142642,0.04142642,DELETE many not in batch
DELETE,4000,0,3958,0.02023458,0.00000511,0.02023458,0.02023458,DELETE many in batch
DELETE,4000,0,3998,0.06872201,0.00001719,0.01718050,0.01718050,All
INSERT,2000,2000,14000,0.36747408,0.00002625,0.06124568,0.06124568,All
SELECT,2000,0,1244,0.14081430,0.00011319,0.14081430,0.14081430,SELECT group reservation per device
SELECT,2000,0,1244,0.10464716,0.00008412,0.10464716,0.10464716,SELECT count average reservation time per device
SELECT,2000,0,609,0.02374697,0.00003899,0.02374697,0.02374697,SELECT count number of admins
SELECT,2000,0,0,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find problem by id
SELECT,2000,0,0,0.11166263,0.00000000,0.11166263,0.11166263,SELECT find dormitory messages
SELECT,2000,0,0,0.00200438,0.00000000,0.00200438,0.00200438,SELECT find reservations earlier then concrete data
SELECT,2000,0,2000,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find users
SELECT,2000,0,2000,0.00211525,0.00000106,0.00211525,0.00211525,SELECT count problems by status
SELECT,2000,0,1068,0.12278652,0.00011497,0.12278652,0.12278652,SELECT group messages per dormitory
SELECT,2000,0,8165,0.50777721,0.00006219,0.05641969,0.05641969,All
UPDATE,2000,0,671,0.04954076,0.00007383,0.04954076,0.04954076,UPDATE password and other fields when user is admin
UPDATE,2000,0,2000,0.03204060,0.00001602,0.03204060,0.03204060,UPDATE reservation time
UPDATE,2000,0,0,0.00205517,0.00000000,0.00205517,0.00205517,UPDATE status when problem is older than
UPDATE,2000,0,1,0.00204945,0.00204945,0.00204945,0.00204945,UPDATE one message
UPDATE,2000,0,2672,0.08568597,0.00003207,0.02142149,0.02142149,All
DELETE,4000,0,38,0.06780386,0.00178431,0.06780386,0.06780386,DELETE many not in batch
DELETE,4000,0,3958,0.01836801,0.00000464,0.01836801,0.01836801,DELETE many in batch
DELETE,4000,0,3998,0.10063839,0.00002517,0.02515960,0.02515960,All
INSERT,2000,2000,14000,0.40352106,0.00002882,0.06725351,0.06725351,All
SELECT,2000,0,1268,0.13481474,0.00010632,0.13481474,0.13481474,SELECT group reservation per device
SELECT,2000,0,1268,0.10416198,0.00008215,0.10416198,0.10416198,SELECT count average reservation time per device
SELECT,2000,0,622,0.02433920,0.00003913,0.02433920,0.02433920,SELECT count number of admins
SELECT,2000,0,0,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find problem by id
SELECT,2000,0,0,0.11176252,0.00000000,0.11176252,0.11176252,SELECT find dormitory messages
SELECT,2000,0,0,0.00199986,0.00000000,0.00199986,0.00199986,SELECT find reservations earlier then concrete data
SELECT,2000,0,2000,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find users
SELECT,2000,0,2000,0.00212860,0.00000106,0.00212860,0.00212860,SELECT count problems by status
SELECT,2000,0,1088,0.12320948,0.00011324,0.12320948,0.12320948,SELECT group messages per dormitory
SELECT,2000,0,8246,0.50241637,0.00006093,0.05582404,0.05582404,All
UPDATE,2000,0,672,0.03147769,0.00004684,0.03147769,0.03147769,UPDATE password and other fields when user is admin
UPDATE,2000,0,2000,0.02700019,0.00001350,0.02700019,0.02700019,UPDATE reservation time
UPDATE,2000,0,0,0.00214314,0.00000000,0.00214314,0.00214314,UPDATE status when problem is older than
UPDATE,2000,0,1,0.00100303,0.00100303,0.00100303,0.00100303,UPDATE one message
UPDATE,2000,0,2673,0.06162405,0.00002305,0.01540601,0.01540601,All
DELETE,4000,0,38,0.04324126,0.00113793,0.04324126,0.04324126,DELETE many not in batch
DELETE,4000,0,3958,0.01814246,0.00000458,0.01814246,0.01814246,DELETE many in batch
DELETE,4000,0,3998,0.07079172,0.00001771,0.01769793,0.01769793,All
INSERT,2000,2000,14000,0.40500903,0.00002893,0.06750151,0.06750151,All
SELECT,2000,0,1262,0.14678049,0.00011631,0.14678049,0.14678049,SELECT group reservation per device
SELECT,2000,0,1262,0.10739398,0.00008510,0.10739398,0.10739398,SELECT count average reservation time per device
SELECT,2000,0,601,0.02322054,0.00003864,0.02322054,0.02322054,SELECT count number of admins
SELECT,2000,0,0,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find problem by id
SELECT,2000,0,0,0.12558603,0.00000000,0.12558603,0.12558603,SELECT find dormitory messages
SELECT,2000,0,0,0.00105715,0.00000000,0.00105715,0.00105715,SELECT find reservations earlier then concrete data
SELECT,2000,0,2000,0.00100183,0.00000050,0.00100183,0.00100183,SELECT find users
SELECT,2000,0,2000,0.00207305,0.00000104,0.00207305,0.00207305,SELECT count problems by status
SELECT,2000,0,1096,0.12328935,0.00011249,0.12328935,0.12328935,SELECT group messages per dormitory
SELECT,2000,0,8221,0.53040242,0.00006452,0.05893360,0.05893360,All
UPDATE,2000,0,652,0.04750061,0.00007285,0.04750061,0.04750061,UPDATE password and other fields when user is admin
UPDATE,2000,0,2000,0.02934146,0.00001467,0.02934146,0.02934146,UPDATE reservation time
UPDATE,2000,0,0,0.00100231,0.00000000,0.00100231,0.00100231,UPDATE status when problem is older than
UPDATE,2000,0,1,0.00099921,0.00099921,0.00099921,0.00099921,UPDATE one message
UPDATE,2000,0,2653,0.07884359,0.00002972,0.01971090,0.01971090,All
DELETE,4000,0,38,0.04791284,0.00126086,0.04791284,0.04791284,DELETE many not in batch
DELETE,4000,0,3958,0.02428007,0.00000613,0.02428007,0.02428007,DELETE many in batch
DELETE,4000,0,3998,0.07825518,0.00001957,0.01956379,0.01956379,All
INSERT,2000,2000,14000,0.39087820,0.00002792,0.06514637,0.06514637,All
SELECT,2000,0,1288,0.15441060,0.00011988,0.15441060,0.15441060,SELECT group reservation per device
SELECT,2000,0,1288,0.10706997,0.00008313,0.10706997,0.10706997,SELECT count average reservation time per device
SELECT,2000,0,640,0.02526975,0.00003948,0.02526975,0.02526975,SELECT count number of admins
SELECT,2000,0,0,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find problem by id
SELECT,2000,0,0,0.11856174,0.00000000,0.11856174,0.11856174,SELECT find dormitory messages
SELECT,2000,0,0,0.00299191,0.00000000,0.00299191,0.00299191,SELECT find reservations earlier then concrete data
SELECT,2000,0,2000,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find users
SELECT,2000,0,2000,0.00301337,0.00000151,0.00301337,0.00301337,SELECT count problems by status
SELECT,2000,0,1110,0.12029815,0.00010838,0.12029815,0.12029815,SELECT group messages per dormitory
SELECT,2000,0,8326,0.53161550,0.00006385,0.05906839,0.05906839,All
UPDATE,2000,0,689,0.04299092,0.00006240,0.04299092,0.04299092,UPDATE password and other fields when user is admin
UPDATE,2000,0,2000,0.02928090,0.00001464,0.02928090,0.02928090,UPDATE reservation time
UPDATE,2000,0,0,0.00304675,0.00000000,0.00304675,0.00304675,UPDATE status when problem is older than
UPDATE,2000,0,1,0.00100565,0.00100565,0.00100565,0.00100565,UPDATE one message
UPDATE,2000,0,2690,0.07632422,0.00002837,0.01908106,0.01908106,All
DELETE,4000,0,38,0.07315302,0.00192508,0.07315302,0.07315302,DELETE many not in batch
DELETE,4000,0,3958,0.01920915,0.00000485,0.01920915,0.01920915,DELETE many in batch
DELETE,4000,0,3998,0.09952426,0.00002489,0.02488106,0.02488106,All
INSERT,2000,2000,14000,0.33636069,0.00002403,0.05606012,0.05606012,All
SELECT,2000,0,1250,0.16133142,0.00012907,0.16133142,0.16133142,SELECT group reservation per device
SELECT,2000,0,1250,0.10555768,0.00008445,0.10555768,0.10555768,SELECT count average reservation time per device
SELECT,2000,0,640,0.02536440,0.00003963,0.02536440,0.02536440,SELECT count number of admins
SELECT,2000,0,0,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find problem by id
SELECT,2000,0,0,0.11634064,0.00000000,0.11634064,0.11634064,SELECT find dormitory messages
SELECT,2000,0,0,0.00204062,0.00000000,0.00204062,0.00204062,SELECT find reservations earlier then concrete data
SELECT,2000,0,2000,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find users
SELECT,2000,0,2000,0.00212026,0.00000106,0.00212026,0.00212026,SELECT count problems by status
SELECT,2000,0,1092,0.11880922,0.00010880,0.11880922,0.11880922,SELECT group messages per dormitory
SELECT,2000,0,8232,0.53156424,0.00006457,0.05906269,0.05906269,All
UPDATE,2000,0,701,0.03051329,0.00004353,0.03051329,0.03051329,UPDATE password and other fields when user is admin
UPDATE,2000,0,2000,0.02623272,0.00001312,0.02623272,0.02623272,UPDATE reservation time
UPDATE,2000,0,0,0.00199962,0.00000000,0.00199962,0.00199962,UPDATE status when problem is older than
UPDATE,2000,0,1,0.00097156,0.00097156,0.00097156,0.00097156,UPDATE one message
UPDATE,2000,0,2702,0.05971718,0.00002210,0.01492929,0.01492929,All
DELETE,4000,0,38,0.08657074,0.00227818,0.08657074,0.08657074,DELETE many not in batch
DELETE,4000,0,3958,0.01904273,0.00000481,0.01904273,0.01904273,DELETE many in batch
DELETE,4000,0,3998,0.11181736,0.00002797,0.02795434,0.02795434,All
INSERT,2000,2000,14000,0.38999224,0.00002786,0.06499871,0.06499871,All
SELECT,2000,0,1270,0.14588141,0.00011487,0.14588141,0.14588141,SELECT group reservation per device
SELECT,2000,0,1270,0.10432816,0.00008215,0.10432816,0.10432816,SELECT count average reservation time per device
SELECT,2000,0,594,0.02520132,0.00004243,0.02520132,0.02520132,SELECT count number of admins
SELECT,2000,0,0,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find problem by id
SELECT,2000,0,0,0.11387753,0.00000000,0.11387753,0.11387753,SELECT find dormitory messages
SELECT,2000,0,0,0.00200081,0.00000000,0.00200081,0.00200081,SELECT find reservations earlier then concrete data
SELECT,2000,0,2000,0.00000000,0.00000000,0.00000000,0.00000000,SELECT find users
